row_id,testament,book,chapter,verse,reference,term_id,occurrence_index,start,end,matched,before,after,verse_text,suggestion,risk,term_note,reviewer,decision,replacement,notes
b41d5c2026d62beed5ab,OT,EXO,18,12,EXO 18:12,holocausto,9,33,44,holocaustos,"Y tomó Jethro, suegro de Moisés,",y sacrificios para Dios: y vino Aarón y todos los ancianos de Israel,"Y tomó Jethro, suegro de Moisés, holocaustos y sacrificios para Dios: y vino Aarón y todos los ancianos de Israel a comer pan con el suegro de Moisés delante de Dios.",holocausto,high,Termino tecnico sacrificial; puede conservarse.,,,,
828624e55066344c213b,OT,EXO,18,27,EXO 18:27,fuese,17,33,38,fuése,"Y despidió Moisés a su suegro, y",a su tierra.,"Y despidió Moisés a su suegro, y fuése a su tierra.",se fue,medium,Puede requerir ajustar la frase completa.,,,,
66275ea5636bd54ab3bb,OT,EXO,20,24,EXO 20:24,holocausto,10,59,70,holocaustos,"Altar de tierra harás para mí, y sacrificarás sobre él tus","y tus pacíficos, tus ovejas y tus vacas: en cualquier lugar donde yo","Altar de tierra harás para mí, y sacrificarás sobre él tus holocaustos y tus pacíficos, tus ovejas y tus vacas: en cualquier lugar donde yo haga que esté la memoria de mi nombre, vendré a ti, y te bendeciré.",holocausto,high,Termino tecnico sacrificial; puede conservarse.,,,,
0bffa49296d646ca6409,OT,EXO,22,15,EXO 22:15,presente,10,19,27,presente,Si el dueño estaba,", no la pagará. Si era alquilada, él vendrá por su alquiler.","Si el dueño estaba presente, no la pagará. Si era alquilada, él vendrá por su alquiler.",ofrenda,high,"Puede ser regalo, ofrenda o presencia.",,,,
32ef6d5118f6f21809a4,OT,EXO,23,8,EXO 23:8,presente,11,13,21,presente,No recibirás,"; porque el presente ciega a los que ven, y pervierte las palabras jus","No recibirás presente; porque el presente ciega a los que ven, y pervierte las palabras justas.",ofrenda,high,"Puede ser regalo, ofrenda o presencia.",,,,
fdf08e3039038e6a1d5f,OT,EXO,23,8,EXO 23:8,presente,12,33,41,presente,No recibirás presente; porque el,"ciega a los que ven, y pervierte las palabras justas.","No recibirás presente; porque el presente ciega a los que ven, y pervierte las palabras justas.",ofrenda,high,"Puede ser regalo, ofrenda o presencia.",,,,
c4a0ee60481fcede38a8,OT,EXO,24,5,EXO 24:5,holocausto,11,69,80,holocaustos,"Y envió a los mancebos de los hijos de Israel, los cuales ofrecieron",", y sacrificaron pacíficos a Jehová, becerros.","Y envió a los mancebos de los hijos de Israel, los cuales ofrecieron holocaustos, y sacrificaron pacíficos a Jehová, becerros.",holocausto,high,Termino tecnico sacrificial; puede conservarse.,,,,
4753e475476d84600363,OT,EXO,25,9,EXO 25:9,tabernaculo,1,52,63,tabernáculo,"Conforme a todo lo que yo te muestre, el diseño del",", y el diseño de todos sus vasos, así lo harán.","Conforme a todo lo que yo te muestre, el diseño del tabernáculo, y el diseño de todos sus vasos, así lo harán.",tabernaculo,medium,Termino biblico tecnico; normalmente conservar.,,,,
0275288fa5fcf6458c6c,OT,EXO,26,1,EXO 26:1,tabernaculo,2,11,22,tabernáculo,Y harás el,"de diez cortinas de lino torcido, cárdeno, y púrpura, y carmesí: y ha","Y harás el tabernáculo de diez cortinas de lino torcido, cárdeno, y púrpura, y carmesí: y harás querubines de obra delicada.",tabernaculo,medium,Termino biblico tecnico; normalmente conservar.,,,,
5fe1f6d6ccf1adda5178,OT,EXO,26,6,EXO 26:6,tabernaculo,3,115,126,tabernáculo,"los cuales juntarás las cortinas la una con la otra, y se formará un",.,"Harás también cincuenta corchetes de oro, con los cuales juntarás las cortinas la una con la otra, y se formará un tabernáculo.",tabernaculo,medium,Termino biblico tecnico; normalmente conservar.,,,,
b0677ce93d50557d862a,OT,EXO,26,7,EXO 26:7,tabernaculo,4,69,80,tabernáculo,Harás asimismo cortinas de pelo de cabras para una cubierta sobre el,; once cortinas harás.,Harás asimismo cortinas de pelo de cabras para una cubierta sobre el tabernáculo; once cortinas harás.,tabernaculo,medium,Termino biblico tecnico; normalmente conservar.,,,,
b1279dcec0707456bd5b,OT,EXO,26,9,EXO 26:9,tabernaculo,5,128,139,tabernáculo,inas separadamente; y doblarás la sexta cortina delante de la faz del,.,Y juntarás las cinco cortinas aparte y las otras seis cortinas separadamente; y doblarás la sexta cortina delante de la faz del tabernáculo.,tabernaculo,medium,Termino biblico tecnico; normalmente conservar.,,,,
f1971394b1a42da8a0e4,OT,EXO,26,12,EXO 26:12,tabernaculo,6,121,132,tabernáculo,"nda, la mitad de la una cortina que sobra, quedará a las espaldas del",.,"Y el sobrante que resulta en las cortinas de la tienda, la mitad de la una cortina que sobra, quedará a las espaldas del tabernáculo.",tabernaculo,medium,Termino biblico tecnico; normalmente conservar.,,,,
b1b41140a957ccb6761a,OT,EXO,26,13,EXO 26:13,tabernaculo,7,133,144,tabernáculo,"la longitud de las cortinas de la tienda, cargará sobre los lados del","de la una parte y de la otra, para cubrirlo.","Y un codo de la una parte, y otro codo de la otra que sobra en la longitud de las cortinas de la tienda, cargará sobre los lados del tabernáculo de la una parte y de la otra, para cubrirlo.",tabernaculo,medium,Termino biblico tecnico; normalmente conservar.,,,,
b8aea206dce3439d57f4,OT,EXO,26,15,EXO 26:15,tabernaculo,8,16,27,tabernáculo,Y harás para el,"tablas de madera de Sittim, que estén derechas.","Y harás para el tabernáculo tablas de madera de Sittim, que estén derechas.",tabernaculo,medium,Termino biblico tecnico; normalmente conservar.,,,,
bc9e9058ec30f5bb9cfc,OT,EXO,26,17,EXO 26:17,tabernaculo,9,91,102,tabernáculo,"da tabla, trabadas la una con la otra; así harás todas las tablas del",.,"Dos quicios tendrá cada tabla, trabadas la una con la otra; así harás todas las tablas del tabernáculo.",tabernaculo,medium,Termino biblico tecnico; normalmente conservar.,,,,
8f2d6454d51b0b5d49b7,OT,EXO,26,18,EXO 26:18,tabernaculo,10,28,39,tabernáculo,"Harás, pues, las tablas del",": veinte tablas al lado del mediodía, al austro.","Harás, pues, las tablas del tabernáculo: veinte tablas al lado del mediodía, al austro.",tabernaculo,medium,Termino biblico tecnico; normalmente conservar.,,,,
d00568db237acdb0d6b8,OT,EXO,26,20,EXO 26:20,tabernaculo,11,19,30,tabernáculo,Y al otro lado del,", a la parte del aquilón, veinte tablas;","Y al otro lado del tabernáculo, a la parte del aquilón, veinte tablas;",tabernaculo,medium,Termino biblico tecnico; normalmente conservar.,,,,
eae24f493db9e716a835,OT,EXO,26,22,EXO 26:22,tabernaculo,12,19,30,tabernáculo,Y para el lado del,", al occidente, harás seis tablas.","Y para el lado del tabernáculo, al occidente, harás seis tablas.",tabernaculo,medium,Termino biblico tecnico; normalmente conservar.,,,,
ee34c3d57854321f06b0,OT,EXO,26,23,EXO 26:23,tabernaculo,13,46,57,tabernáculo,Harás además dos tablas para las esquinas del,en los dos ángulos posteriores;,Harás además dos tablas para las esquinas del tabernáculo en los dos ángulos posteriores;,tabernaculo,medium,Termino biblico tecnico; normalmente conservar.,,,,
df41258b2fe1dd59f491,OT,EXO,26,26,EXO 26:26,tabernaculo,14,80,91,tabernáculo,"ién cinco barras de madera de Sittim, para las tablas del un lado del",",","Harás también cinco barras de madera de Sittim, para las tablas del un lado del tabernáculo,",tabernaculo,medium,Termino biblico tecnico; normalmente conservar.,,,,
21577c3093bd6bb3c272,OT,EXO,26,27,EXO 26:27,tabernaculo,15,49,60,tabernáculo,Y cinco barras para las tablas del otro lado del,", y cinco barras para el otro lado del tabernáculo, que está al occide","Y cinco barras para las tablas del otro lado del tabernáculo, y cinco barras para el otro lado del tabernáculo, que está al occidente.",tabernaculo,medium,Termino biblico tecnico; normalmente conservar.,,,,
47d242c3c4c1bb38be1f,OT,EXO,26,27,EXO 26:27,tabernaculo,16,99,110,tabernáculo,"s del otro lado del tabernáculo, y cinco barras para el otro lado del",", que está al occidente.","Y cinco barras para las tablas del otro lado del tabernáculo, y cinco barras para el otro lado del tabernáculo, que está al occidente.",tabernaculo,medium,Termino biblico tecnico; normalmente conservar.,,,,
9312bf3e1a7a5a8c6348,OT,EXO,26,30,EXO 26:30,tabernaculo,17,13,24,tabernáculo,Y alzarás el,conforme a su traza que te fue mostrada en el monte.,Y alzarás el tabernáculo conforme a su traza que te fue mostrada en el monte.,tabernaculo,medium,Termino biblico tecnico; normalmente conservar.,,,,
18fdefd5bba1502dceaf,OT,EXO,26,35,EXO 26:35,tabernaculo,18,81,92,tabernáculo,"a mesa fuera del velo, y el candelero enfrente de la mesa al lado del",al mediodía; y pondrás la mesa al lado del aquilón.,"Y pondrás la mesa fuera del velo, y el candelero enfrente de la mesa al lado del tabernáculo al mediodía; y pondrás la mesa al lado del aquilón.",tabernaculo,medium,Termino biblico tecnico; normalmente conservar.,,,,
4b8f1feefa252772b814,OT,EXO,26,36,EXO 26:36,tabernaculo,19,24,35,tabernáculo,Y harás a la puerta del,"una cortina de cárdeno, y púrpura, y carmesí, y lino torcido, obra de","Y harás a la puerta del tabernáculo una cortina de cárdeno, y púrpura, y carmesí, y lino torcido, obra de bordador.",tabernaculo,medium,Termino biblico tecnico; normalmente conservar.,,,,
3d2ebb607be271bb5927,OT,EXO,27,9,EXO 27:9,tabernaculo,20,28,39,tabernáculo,Asimismo harás el atrio del,": al lado del mediodía, al austro, tendrá el atrio cortinas de lino to","Asimismo harás el atrio del tabernáculo: al lado del mediodía, al austro, tendrá el atrio cortinas de lino torcido, de cien codos de longitud cada un lado;",tabernaculo,medium,Termino biblico tecnico; normalmente conservar.,,,,
1ee8560bf430d5c277bb,OT,EXO,27,19,EXO 27:19,tabernaculo,21,20,31,tabernáculo,Todos los vasos del,"en todo su servicio, y todos sus clavos, y todos los clavos del atrio","Todos los vasos del tabernáculo en todo su servicio, y todos sus clavos, y todos los clavos del atrio, serán de metal.",tabernaculo,medium,Termino biblico tecnico; normalmente conservar.,,,,
39d81910415501d76e61,OT,EXO,27,21,EXO 27:21,estatuto,6,177,185,estatuto,"n y sus hijos, delante de Jehová desde la tarde hasta la mañana, como",perpetuo de los hijos de Israel por sus generaciones.,"En el tabernáculo del testimonio, afuera del velo que está delante del testimonio, las pondrá en orden Aarón y sus hijos, delante de Jehová desde la tarde hasta la mañana, como estatuto perpetuo de los hijos de Israel por sus generaciones.",estatuto,medium,Puede conservarse como termino legal.,,,,
e9f6c7abfa07537f9012,OT,EXO,27,21,EXO 27:21,tabernaculo,22,6,17,tabernáculo,En el,"del testimonio, afuera del velo que está delante del testimonio, las","En el tabernáculo del testimonio, afuera del velo que está delante del testimonio, las pondrá en orden Aarón y sus hijos, delante de Jehová desde la tarde hasta la mañana, como estatuto perpetuo de los hijos de Israel por sus generaciones.",tabernaculo,medium,Termino biblico tecnico; normalmente conservar.,,,,
3dd2d0af0a236fccba16,OT,EXO,28,42,EXO 28:42,lomos,5,77,82,lomos,arás pañetes de lino para cubrir la carne vergonzosa; serán desde los,hasta los muslos:,Y les harás pañetes de lino para cubrir la carne vergonzosa; serán desde los lomos hasta los muslos:,cintura,medium,Puede ser literal o modismo.,,,,
878ba8849f801850beab,OT,EXO,28,43,EXO 28:43,simiente,52,218,226,simiente,"rque no lleven pecado, y mueran. Estatuto perpetuo para él, y para su",después de él.,"Y estarán sobre Aarón y sobre sus hijos cuando entren en el tabernáculo del testimonio, o cuando se lleguen al altar para servir en el santuario, porque no lleven pecado, y mueran. Estatuto perpetuo para él, y para su simiente después de él.",descendencia,high,Termino teologico; revisar promesas y genealogias.,,,,
efbe2beb945e72f02850,OT,EXO,28,43,EXO 28:43,estatuto,7,181,189,Estatuto,"altar para servir en el santuario, porque no lleven pecado, y mueran.","perpetuo para él, y para su simiente después de él.","Y estarán sobre Aarón y sobre sus hijos cuando entren en el tabernáculo del testimonio, o cuando se lleguen al altar para servir en el santuario, porque no lleven pecado, y mueran. Estatuto perpetuo para él, y para su simiente después de él.",estatuto,medium,Puede conservarse como termino legal.,,,,
fd41608455663e4ff0b4,OT,EXO,28,43,EXO 28:43,tabernaculo,23,60,71,tabernáculo,Y estarán sobre Aarón y sobre sus hijos cuando entren en el,"del testimonio, o cuando se lleguen al altar para servir en el santua","Y estarán sobre Aarón y sobre sus hijos cuando entren en el tabernáculo del testimonio, o cuando se lleguen al altar para servir en el santuario, porque no lleven pecado, y mueran. Estatuto perpetuo para él, y para su simiente después de él.",tabernaculo,medium,Termino biblico tecnico; normalmente conservar.,,,,
ee0354cab9f32623c60b,OT,EXO,29,4,EXO 29:4,tabernaculo,24,53,64,tabernáculo,Y harás llegar a Aarón y a sus hijos a la puerta del,"del testimonio, y los lavarás con agua.","Y harás llegar a Aarón y a sus hijos a la puerta del tabernáculo del testimonio, y los lavarás con agua.",tabernaculo,medium,Termino biblico tecnico; normalmente conservar.,,,,
75225d9c45959a6bb664,OT,EXO,29,10,EXO 29:10,tabernaculo,25,38,49,tabernáculo,Y harás llegar el becerro delante del,"del testimonio, y Aarón y sus hijos pondrán sus manos sobre la cabeza","Y harás llegar el becerro delante del tabernáculo del testimonio, y Aarón y sus hijos pondrán sus manos sobre la cabeza del becerro.",tabernaculo,medium,Termino biblico tecnico; normalmente conservar.,,,,
de45fb8e6ab525686687,OT,EXO,29,11,EXO 29:11,tabernaculo,26,55,66,tabernáculo,Y matarás el becerro delante de Jehová a la puerta del,del testimonio.,Y matarás el becerro delante de Jehová a la puerta del tabernáculo del testimonio.,tabernaculo,medium,Termino biblico tecnico; normalmente conservar.,,,,
db280b85f14df75c692e,OT,EXO,29,18,EXO 29:18,holocausto,12,46,56,holocausto,Y quemarás todo el carnero sobre el altar: es,"a Jehová, olor grato, es ofrenda quemada a Jehová.","Y quemarás todo el carnero sobre el altar: es holocausto a Jehová, olor grato, es ofrenda quemada a Jehová.",holocausto,high,Termino tecnico sacrificial; puede conservarse.,,,,
a6aae01b30407bf0cabb,OT,EXO,29,25,EXO 29:25,holocausto,13,68,78,holocausto,"Después lo tomarás de sus manos, y lo harás arder sobre el altar en",", por olor agradable delante de Jehová. Es ofrenda encendida a Jehová.","Después lo tomarás de sus manos, y lo harás arder sobre el altar en holocausto, por olor agradable delante de Jehová. Es ofrenda encendida a Jehová.",holocausto,high,Termino tecnico sacrificial; puede conservarse.,,,,
dab49da92f53572a32a5,OT,EXO,29,28,EXO 29:28,estatuto,8,39,47,estatuto,Y será para Aarón y para sus hijos por,"perpetuo de los hijos de Israel, porque es porción elevada; y será to","Y será para Aarón y para sus hijos por estatuto perpetuo de los hijos de Israel, porque es porción elevada; y será tomada de los hijos de Israel de sus sacrificios pacíficos, porción de ellos elevada en ofrenda a Jehová.",estatuto,medium,Puede conservarse como termino legal.,,,,
01345298f99ed425348e,OT,EXO,29,30,EXO 29:30,tabernaculo,27,79,90,tabernáculo,"días las vestirá el sacerdote de sus hijos, que en su lugar venga al",del testimonio a servir en el santuario.,"Por siete días las vestirá el sacerdote de sus hijos, que en su lugar venga al tabernáculo del testimonio a servir en el santuario.",tabernaculo,medium,Termino biblico tecnico; normalmente conservar.,,,,
1f652b276befe935da91,OT,EXO,29,32,EXO 29:32,tabernaculo,28,102,113,tabernáculo,"arne del carnero, y el pan que está en el canastillo, a la puerta del",del testimonio.,"Y Aarón y sus hijos comerán la carne del carnero, y el pan que está en el canastillo, a la puerta del tabernáculo del testimonio.",tabernaculo,medium,Termino biblico tecnico; normalmente conservar.,,,,
b97b47affb0543270a28,OT,EXO,29,42,EXO 29:42,holocausto,14,10,20,holocausto,Esto será,continuo por sus generaciones a la puerta del tabernáculo del testimo,"Esto será holocausto continuo por sus generaciones a la puerta del tabernáculo del testimonio delante de Jehová, en el cual me concertaré con ustedes, para hablarles allí,",holocausto,high,Termino tecnico sacrificial; puede conservarse.,,,,
44f4ab6d1f0704d4c848,OT,EXO,29,42,EXO 29:42,tabernaculo,29,67,78,tabernáculo,Esto será holocausto continuo por sus generaciones a la puerta del,"del testimonio delante de Jehová, en el cual me concertaré con ustede","Esto será holocausto continuo por sus generaciones a la puerta del tabernáculo del testimonio delante de Jehová, en el cual me concertaré con ustedes, para hablarles allí,",tabernaculo,medium,Termino biblico tecnico; normalmente conservar.,,,,
32b3da3268d2acaf3174,OT,EXO,29,44,EXO 29:44,tabernaculo,30,17,28,tabernáculo,Y santificaré el,del testimonio y el altar: santificaré asimismo a Aarón y a sus hijos,"Y santificaré el tabernáculo del testimonio y el altar: santificaré asimismo a Aarón y a sus hijos, para que sean mis sacerdotes.",tabernaculo,medium,Termino biblico tecnico; normalmente conservar.,,,,
83455bf820a3f8c5df14,OT,EXO,30,9,EXO 30:9,holocausto,15,44,54,holocausto,"No ofrecerán sobre él sahumerio extraño, ni",", ni presente; ni tampoco derramarán sobre él libación.","No ofrecerán sobre él sahumerio extraño, ni holocausto, ni presente; ni tampoco derramarán sobre él libación.",holocausto,high,Termino tecnico sacrificial; puede conservarse.,,,,
a95bdc477a49c3a671a9,OT,EXO,30,9,EXO 30:9,presente,13,59,67,presente,"No ofrecerán sobre él sahumerio extraño, ni holocausto, ni",; ni tampoco derramarán sobre él libación.,"No ofrecerán sobre él sahumerio extraño, ni holocausto, ni presente; ni tampoco derramarán sobre él libación.",ofrenda,high,"Puede ser regalo, ofrenda o presencia.",,,,
e6128a6127274287d5a4,OT,EXO,30,16,EXO 30:16,tabernaculo,31,91,102,tabernáculo,"s de Israel el dinero de las expiaciones, y lo darás para la obra del",del testimonio: y será por memoria a los hijos de Israel delante de J,"Y tomarás de los hijos de Israel el dinero de las expiaciones, y lo darás para la obra del tabernáculo del testimonio: y será por memoria a los hijos de Israel delante de Jehová, para expiar sus personas.",tabernaculo,medium,Termino biblico tecnico; normalmente conservar.,,,,
f44ceb7cbf6f5f43de5d,OT,EXO,30,18,EXO 30:18,tabernaculo,32,96,107,tabernáculo,"e metal, con su basa de metal, para lavar; y la has de poner entre el",del testimonio y el altar; y pondrás en ella agua.,"Harás también una fuente de metal, con su basa de metal, para lavar; y la has de poner entre el tabernáculo del testimonio y el altar; y pondrás en ella agua.",tabernaculo,medium,Termino biblico tecnico; normalmente conservar.,,,,
5a14a400fefefdeb70e9,OT,EXO,30,20,EXO 30:20,tabernaculo,33,20,31,tabernáculo,Cuando entren en el,"del testimonio, se han de lavar con agua, y no morirán: y cuando se l","Cuando entren en el tabernáculo del testimonio, se han de lavar con agua, y no morirán: y cuando se lleguen al altar para ministrar, para encender a Jehová la ofrenda que se ha de consumir al fuego,",tabernaculo,medium,Termino biblico tecnico; normalmente conservar.,,,,
132ce4141078487c697d,OT,EXO,30,21,EXO 30:21,simiente,53,98,106,simiente,"y los pies, y no morirán. Y lo tendrán por estatuto perpetuo él y su",por sus generaciones.,"También se lavarán las manos y los pies, y no morirán. Y lo tendrán por estatuto perpetuo él y su simiente por sus generaciones.",descendencia,high,Termino teologico; revisar promesas y genealogias.,,,,
1c6bab2a31f8e8f115a7,OT,EXO,30,21,EXO 30:21,estatuto,9,72,80,estatuto,"mbién se lavarán las manos y los pies, y no morirán. Y lo tendrán por",perpetuo él y su simiente por sus generaciones.,"También se lavarán las manos y los pies, y no morirán. Y lo tendrán por estatuto perpetuo él y su simiente por sus generaciones.",estatuto,medium,Puede conservarse como termino legal.,,,,
dd1c898c7ed28a1a5954,OT,EXO,30,26,EXO 30:26,tabernaculo,34,18,29,tabernáculo,Con él ungirás el,"del testimonio, y el arca del testimonio,","Con él ungirás el tabernáculo del testimonio, y el arca del testimonio,",tabernaculo,medium,Termino biblico tecnico; normalmente conservar.,,,,
1bf9249bd79ebbb461a2,OT,EXO,30,28,EXO 30:28,holocausto,16,15,25,holocausto,Y el altar del,", todos sus vasos, y la fuente y su basa.","Y el altar del holocausto, todos sus vasos, y la fuente y su basa.",holocausto,high,Termino tecnico sacrificial; puede conservarse.,,,,
7f35ed6056be931ce620,OT,EXO,30,36,EXO 30:36,tabernaculo,35,83,94,tabernáculo,"una de ella pulverizándola, y la pondrás delante del testimonio en el","del testimonio, donde yo te testificaré de mí. Les será cosa santísim","Y molerás alguna de ella pulverizándola, y la pondrás delante del testimonio en el tabernáculo del testimonio, donde yo te testificaré de mí. Les será cosa santísima.",tabernaculo,medium,Termino biblico tecnico; normalmente conservar.,,,,
697662c7bc2d5f205d47,OT,EXO,31,7,EXO 31:7,tabernaculo,36,3,14,tabernáculo,El,"del testimonio, y el arca del testimonio, y la cubierta que está sobr","El tabernáculo del testimonio, y el arca del testimonio, y la cubierta que está sobre ella, y todos los vasos del tabernáculo;",tabernaculo,medium,Termino biblico tecnico; normalmente conservar.,,,,
89fbce28c7333cff041e,OT,EXO,31,7,EXO 31:7,tabernaculo,37,114,125,tabernáculo,"testimonio, y la cubierta que está sobre ella, y todos los vasos del",;,"El tabernáculo del testimonio, y el arca del testimonio, y la cubierta que está sobre ella, y todos los vasos del tabernáculo;",tabernaculo,medium,Termino biblico tecnico; normalmente conservar.,,,,
a3e6b9fd3b6bc45aa0b1,OT,EXO,31,9,EXO 31:9,holocausto,17,15,25,holocausto,Y el altar del,"y todos sus vasos, y la fuente y su basa;","Y el altar del holocausto y todos sus vasos, y la fuente y su basa;",holocausto,high,Termino tecnico sacrificial; puede conservarse.,,,,
a0a13e6bb6b810d5db85,OT,EXO,32,6,EXO 32:6,holocausto,18,44,55,holocaustos,"Y el día siguiente madrugaron, y ofrecieron",", y presentaron pacíficos: y sentóse el pueblo a comer y a beber, y le","Y el día siguiente madrugaron, y ofrecieron holocaustos, y presentaron pacíficos: y sentóse el pueblo a comer y a beber, y levantáronse a regocijarse.",holocausto,high,Termino tecnico sacrificial; puede conservarse.,,,,
5b041474e196f58509b1,OT,EXO,32,13,EXO 32:13,simiente,54,127,135,simiente,"a los cuales has jurado por ti mismo, y dícholes: Yo multiplicaré su",como las estrellas del cielo; y daré a su simiente toda esta tierra q,"Acuérdate de Abraham, de Isaac, y de Israel, tus siervos, a los cuales has jurado por ti mismo, y dícholes: Yo multiplicaré su simiente como las estrellas del cielo; y daré a su simiente toda esta tierra que he dicho, y la tomarán por heredad para siempre.",descendencia,high,Termino teologico; revisar promesas y genealogias.,,,,
fdfa589d7e6abc38a301,OT,EXO,32,13,EXO 32:13,simiente,55,178,186,simiente,Yo multiplicaré su simiente como las estrellas del cielo; y daré a su,"toda esta tierra que he dicho, y la tomarán por heredad para siempre.","Acuérdate de Abraham, de Isaac, y de Israel, tus siervos, a los cuales has jurado por ti mismo, y dícholes: Yo multiplicaré su simiente como las estrellas del cielo; y daré a su simiente toda esta tierra que he dicho, y la tomarán por heredad para siempre.",descendencia,high,Termino teologico; revisar promesas y genealogias.,,,,
a7124ca84b2525570f2a,OT,EXO,33,1,EXO 33:1,simiente,56,163,171,simiente,"a la tierra de la cual juré a Abraham, Isaac, y Jacob, diciendo: A tu",la daré:,"Y Jehová dijo a Moisés: Ve, sube de aquí, tú y el pueblo que sacaste de la tierra de Egipto, a la tierra de la cual juré a Abraham, Isaac, y Jacob, diciendo: A tu simiente la daré:",descendencia,high,Termino teologico; revisar promesas y genealogias.,,,,
1f76748a04ea6ffd8b4a,OT,EXO,33,7,EXO 33:7,tabernaculo,38,17,28,tabernáculo,Y Moisés tomó el,", y extendiólo fuera del campo, lejos del campo, y llamólo el Tabernác","Y Moisés tomó el tabernáculo, y extendiólo fuera del campo, lejos del campo, y llamólo el Tabernáculo del Testimonio. Y fue, que cualquiera que requería a Jehová, salía al tabernáculo del testimonio, que estaba fuera del campo.",tabernaculo,medium,Termino biblico tecnico; normalmente conservar.,,,,
eaa2ae3d14843dad92cf,OT,EXO,33,7,EXO 33:7,tabernaculo,39,90,101,Tabernáculo,"ernáculo, y extendiólo fuera del campo, lejos del campo, y llamólo el","del Testimonio. Y fue, que cualquiera que requería a Jehová, salía al","Y Moisés tomó el tabernáculo, y extendiólo fuera del campo, lejos del campo, y llamólo el Tabernáculo del Testimonio. Y fue, que cualquiera que requería a Jehová, salía al tabernáculo del testimonio, que estaba fuera del campo.",tabernaculo,medium,Termino biblico tecnico; normalmente conservar.,,,,
6dfa8df4a3224532d34e,OT,EXO,33,7,EXO 33:7,tabernaculo,40,172,183,tabernáculo,"del Testimonio. Y fue, que cualquiera que requería a Jehová, salía al","del testimonio, que estaba fuera del campo.","Y Moisés tomó el tabernáculo, y extendiólo fuera del campo, lejos del campo, y llamólo el Tabernáculo del Testimonio. Y fue, que cualquiera que requería a Jehová, salía al tabernáculo del testimonio, que estaba fuera del campo.",tabernaculo,medium,Termino biblico tecnico; normalmente conservar.,,,,
f12d59ba740b27d86173,OT,EXO,33,8,EXO 33:8,tabernaculo,41,38,49,tabernáculo,"Y sucedía que, cuando salía Moisés al",", todo el pueblo se levantaba, y estaba cada cual en pie a la puerta d","Y sucedía que, cuando salía Moisés al tabernáculo, todo el pueblo se levantaba, y estaba cada cual en pie a la puerta de su tienda, y miraban en pos de Moisés, hasta que él entraba en el tabernáculo.",tabernaculo,medium,Termino biblico tecnico; normalmente conservar.,,,,
4c9198ffcf2b2dcefc2c,OT,EXO,33,8,EXO 33:8,tabernaculo,42,187,198,tabernáculo,"de su tienda, y miraban en pos de Moisés, hasta que él entraba en el",.,"Y sucedía que, cuando salía Moisés al tabernáculo, todo el pueblo se levantaba, y estaba cada cual en pie a la puerta de su tienda, y miraban en pos de Moisés, hasta que él entraba en el tabernáculo.",tabernaculo,medium,Termino biblico tecnico; normalmente conservar.,,,,
c435f9316a6860393506,OT,EXO,33,9,EXO 33:9,tabernaculo,43,30,41,tabernáculo,Y cuando Moisés entraba en el,", la columna de nube descendía, y poníase a la puerta del tabernáculo,","Y cuando Moisés entraba en el tabernáculo, la columna de nube descendía, y poníase a la puerta del tabernáculo, y Jehová hablaba con Moisés.",tabernaculo,medium,Termino biblico tecnico; normalmente conservar.,,,,
ebbdba4b78bf7793e08e,OT,EXO,33,9,EXO 33:9,tabernaculo,44,99,110,tabernáculo,"tabernáculo, la columna de nube descendía, y poníase a la puerta del",", y Jehová hablaba con Moisés.","Y cuando Moisés entraba en el tabernáculo, la columna de nube descendía, y poníase a la puerta del tabernáculo, y Jehová hablaba con Moisés.",tabernaculo,medium,Termino biblico tecnico; normalmente conservar.,,,,
f792a679b63bc25998e3,OT,EXO,33,10,EXO 33:10,tabernaculo,45,74,85,tabernáculo,"endo todo el pueblo la columna de la nube, que estaba a la puerta del",", levantábase todo el pueblo, cada uno a la puerta de su tienda, y ado","Y viendo todo el pueblo la columna de la nube, que estaba a la puerta del tabernáculo, levantábase todo el pueblo, cada uno a la puerta de su tienda, y adoraba.",tabernaculo,medium,Termino biblico tecnico; normalmente conservar.,,,,
dfa6e7418434a318b99c,OT,EXO,33,11,EXO 33:11,tabernaculo,46,177,188,tabernáculo,"oven Josué, su criado, hijo de Nun, nunca se apartaba de en medio del",.,"Y hablaba Jehová a Moisés cara a cara, como habla cualquiera a su compañero. Y volvíase al campo; pero el joven Josué, su criado, hijo de Nun, nunca se apartaba de en medio del tabernáculo.",tabernaculo,medium,Termino biblico tecnico; normalmente conservar.,,,,
2d3ca48d1cde5ee4b4aa,OT,EXO,33,19,EXO 33:19,respondiole,4,2,13,respondióle,Y,": Yo haré pasar todo mi bien delante de tu rostro, y proclamaré el nom","Y respondióle: Yo haré pasar todo mi bien delante de tu rostro, y proclamaré el nombre de Jehová delante de ti; y tendré misericordia del que tendré misericordia, y seré clemente para con el que seré clemente.",le respondio,low,Forma enclitica arcaica.,Codex-assisted,replace,le respondió,Modernización de forma enclítica arcaica.
b1cd6279e7b65daf1f54,OT,EXO,35,11,EXO 35:11,tabernaculo,47,3,14,tabernáculo,El,", su tienda, y su cubierta, y sus anillos, y sus tablas, sus barras, s","El tabernáculo, su tienda, y su cubierta, y sus anillos, y sus tablas, sus barras, sus columnas, y sus basas;",tabernaculo,medium,Termino biblico tecnico; normalmente conservar.,,,,
