row_id,reference,segment_index,code_index,verse_text,word,strong,morphology,step_gloss,status,confidence,reviewer,decision,corrected_strong,notes
daddcf3b8bb6628e3b7a,GEN 4:25,30,0,"Y conoció de nuevo Adam a su mujer, la cual parió un hijo, y llamó su nombre Seth: Porque Dios (dijo ella) me ha sustituído otra simiente en lugar de Abel, a quien mató Caín.","Abel,",H1893,HNpm,Abel,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
1511fef53a520cc28015,GEN 4:25,32,0,"Y conoció de nuevo Adam a su mujer, la cual parió un hijo, y llamó su nombre Seth: Porque Dios (dijo ella) me ha sustituído otra simiente en lugar de Abel, a quien mató Caín.",quien,H3588,HTc,for,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
275e515a24dca2185819,GEN 4:25,33,0,"Y conoció de nuevo Adam a su mujer, la cual parió un hijo, y llamó su nombre Seth: Porque Dios (dijo ella) me ha sustituído otra simiente en lugar de Abel, a quien mató Caín.",mató,H2026,HVqp3ms/Sp3ms,he killed/ him,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
af77fafa2b8e2bb07b12,GEN 4:25,34,0,"Y conoció de nuevo Adam a su mujer, la cual parió un hijo, y llamó su nombre Seth: Porque Dios (dijo ella) me ha sustituído otra simiente en lugar de Abel, a quien mató Caín.",Caín.,H7014,HNpm,Cain,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
573263eefcc4614ccd8b,GEN 4:26,2,0,"Y a Seth también le nació un hijo, y llamó su nombre Enós. Entonces los hombres comenzaron a llamarse del nombre de Jehová.",Seth,H8352,HC/R/Npm,and/ to/ Seth,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
9522cc87b639cfe50248,GEN 4:26,3,0,"Y a Seth también le nació un hijo, y llamó su nombre Enós. Entonces los hombres comenzaron a llamarse del nombre de Jehová.",también,H1571,HD,also,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
1d17642269dc815ef8a1,GEN 4:26,4,0,"Y a Seth también le nació un hijo, y llamó su nombre Enós. Entonces los hombres comenzaron a llamarse del nombre de Jehová.",le,H1931,HPp3ms,he,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
e155be2074d6286f19e4,GEN 4:26,5,0,"Y a Seth también le nació un hijo, y llamó su nombre Enós. Entonces los hombres comenzaron a llamarse del nombre de Jehová.",nació,H3205,HVPp3ms,he was born,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
12661169c9279bb54497,GEN 4:26,7,0,"Y a Seth también le nació un hijo, y llamó su nombre Enós. Entonces los hombres comenzaron a llamarse del nombre de Jehová.","hijo,",H1121,HNcmsa,a son,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
a9c4d13c4d3b60284a68,GEN 4:26,9,0,"Y a Seth también le nació un hijo, y llamó su nombre Enós. Entonces los hombres comenzaron a llamarse del nombre de Jehová.",llamó,H7121,Hc/Vqw3ms,and/ he called,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
c86a88a9a7aff61eaa58,GEN 4:26,11,0,"Y a Seth también le nació un hijo, y llamó su nombre Enós. Entonces los hombres comenzaron a llamarse del nombre de Jehová.",nombre,H8034,HNcmsc/Sp3ms,name/ his,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
917aee66e63aad0d552f,GEN 4:26,12,0,"Y a Seth también le nació un hijo, y llamó su nombre Enós. Entonces los hombres comenzaron a llamarse del nombre de Jehová.",Enós.,H583,HNpm,Enosh,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
0aefbeca446a32210f47,GEN 4:26,13,0,"Y a Seth también le nació un hijo, y llamó su nombre Enós. Entonces los hombres comenzaron a llamarse del nombre de Jehová.",Entonces,H227,HD,then,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
4b52eb9aae76caf0abc8,GEN 4:26,16,0,"Y a Seth también le nació un hijo, y llamó su nombre Enós. Entonces los hombres comenzaron a llamarse del nombre de Jehová.",comenzaron,H2490,HVHp3ms,it was begun,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
d02dfbc50d2d935a7b8b,GEN 4:26,18,0,"Y a Seth también le nació un hijo, y llamó su nombre Enós. Entonces los hombres comenzaron a llamarse del nombre de Jehová.",llamarse,H7121,HR/Vqcc,to/ call,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
f4da702eedb34f3ac847,GEN 4:26,20,0,"Y a Seth también le nació un hijo, y llamó su nombre Enós. Entonces los hombres comenzaron a llamarse del nombre de Jehová.",nombre,H8034,HR/Ncmsc,on/ [the] name of,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
f8b37fed1b2707f32ecc,GEN 4:26,22,0,"Y a Seth también le nació un hijo, y llamó su nombre Enós. Entonces los hombres comenzaron a llamarse del nombre de Jehová.",Jehová.,H3068,HNpt,Yahweh,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
cbc71752b7a405729c01,GEN 5:1,0,0,"Este es el libro de las generaciones de Adam. El día en que creó Dios al hombre, a la semejanza de Dios lo hizo;",Este,H2088,HTm,this,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
8f4c57ac86ca72aa8f4d,GEN 5:1,3,0,"Este es el libro de las generaciones de Adam. El día en que creó Dios al hombre, a la semejanza de Dios lo hizo;",libro,H5612,HNcmsc,[is] [the] record of,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
528f78a32c7214f752b1,GEN 5:1,6,0,"Este es el libro de las generaciones de Adam. El día en que creó Dios al hombre, a la semejanza de Dios lo hizo;",generaciones,H8435,HNcfpc,[the] descendants of,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
61781d23f94b599c87a6,GEN 5:1,8,0,"Este es el libro de las generaciones de Adam. El día en que creó Dios al hombre, a la semejanza de Dios lo hizo;",Adam.,H121,HNpm,Adam,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
6ef4b975646d761f6303,GEN 5:1,10,0,"Este es el libro de las generaciones de Adam. El día en que creó Dios al hombre, a la semejanza de Dios lo hizo;",día,H3117,HR/Ncmsc,on/ [the] day,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
ae04181ea8abbfc96302,GEN 5:1,13,0,"Este es el libro de las generaciones de Adam. El día en que creó Dios al hombre, a la semejanza de Dios lo hizo;",creó,H1254,HVqcc,created,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
c6c3fd1bed47118159ff,GEN 5:1,14,0,"Este es el libro de las generaciones de Adam. El día en que creó Dios al hombre, a la semejanza de Dios lo hizo;",Dios,H430,HNcmpa,God,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
2ffa38319f852f06bacd,GEN 5:1,16,0,"Este es el libro de las generaciones de Adam. El día en que creó Dios al hombre, a la semejanza de Dios lo hizo;","hombre,",H120,HNcmsa,humankind,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
e027bdd06b4dc5a6b135,GEN 5:1,19,0,"Este es el libro de las generaciones de Adam. El día en que creó Dios al hombre, a la semejanza de Dios lo hizo;",semejanza,H1823,HR/Ncfsc,in/ [the] likeness of,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
dc161a74b94e071c353e,GEN 5:1,21,0,"Este es el libro de las generaciones de Adam. El día en que creó Dios al hombre, a la semejanza de Dios lo hizo;",Dios,H430,HNcmpa,God,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
c34c074138a319ad7196,GEN 5:1,22,0,"Este es el libro de las generaciones de Adam. El día en que creó Dios al hombre, a la semejanza de Dios lo hizo;",lo,H853,HTo/Sp3ms,<obj.>/ him,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
354543161a1b2cfd648d,GEN 5:1,23,0,"Este es el libro de las generaciones de Adam. El día en que creó Dios al hombre, a la semejanza de Dios lo hizo;",hizo;,H6213,HVqp3ms,he made,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
5e687f784e16c249cfe2,GEN 5:2,0,0,"Varón y hembra los creó; y los bendijo, y llamó el nombre de ellos Adam, el día en que fueron criados.",Varón,H2145,HAamsa,male,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
d0526dc945c334bd0d56,GEN 5:2,2,0,"Varón y hembra los creó; y los bendijo, y llamó el nombre de ellos Adam, el día en que fueron criados.",hembra,H5347,HC/Aafsa,and/ female,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
37f22982d84f385aeaed,GEN 5:2,3,0,"Varón y hembra los creó; y los bendijo, y llamó el nombre de ellos Adam, el día en que fueron criados.",los,H853,HTo/Sp3mp,<obj.>/ them,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
ba830745b313baa14c41,GEN 5:2,4,0,"Varón y hembra los creó; y los bendijo, y llamó el nombre de ellos Adam, el día en que fueron criados.",creó;,H1254,HVqp3ms/Sp3mp,he created/ them,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
c12a55fa44d3b98f5f39,GEN 5:2,7,0,"Varón y hembra los creó; y los bendijo, y llamó el nombre de ellos Adam, el día en que fueron criados.","bendijo,",H1288,Hc/Vpw3ms,and/ he blessed,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
fc58c9e60c5cda4883ac,GEN 5:2,9,0,"Varón y hembra los creó; y los bendijo, y llamó el nombre de ellos Adam, el día en que fueron criados.",llamó,H7121,Hc/Vqw3ms,and/ he called,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
4628ec0870c19d991b74,GEN 5:2,11,0,"Varón y hembra los creó; y los bendijo, y llamó el nombre de ellos Adam, el día en que fueron criados.",nombre,H8034,HNcmsc/Sp3mp,name/ their,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
3b16afcf61d2a3b37cd1,GEN 5:2,14,0,"Varón y hembra los creó; y los bendijo, y llamó el nombre de ellos Adam, el día en que fueron criados.","Adam,",H120,HNcmsa,humankind,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
8260d6a4b0255a0e2081,GEN 5:2,16,0,"Varón y hembra los creó; y los bendijo, y llamó el nombre de ellos Adam, el día en que fueron criados.",día,H3117,HR/Ncmsc,on/ [the] day,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
e449412cac0ebbd5382e,GEN 5:2,20,0,"Varón y hembra los creó; y los bendijo, y llamó el nombre de ellos Adam, el día en que fueron criados.",criados.,H1254,HVNcc/Sp3mp,were created/ they,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
4446267ab6a7b5fdd788,GEN 5:3,1,0,"Y vivió Adam ciento y treinta años, y engendró un hijo a su semejanza, conforme a su imagen, y llamó su nombre Seth.",vivió,H2421,Hc/Vqw3ms,and/ he lived,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
1baee7430a060ff7ec8e,GEN 5:3,2,0,"Y vivió Adam ciento y treinta años, y engendró un hijo a su semejanza, conforme a su imagen, y llamó su nombre Seth.",Adam,H121,HNpm,Adam,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
9fc47ea7e4e93e089531,GEN 5:3,3,0,"Y vivió Adam ciento y treinta años, y engendró un hijo a su semejanza, conforme a su imagen, y llamó su nombre Seth.",ciento,H3967,HC/Acfsc,and/ one hundred,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
4ab48305a90afd17a2d3,GEN 5:3,5,0,"Y vivió Adam ciento y treinta años, y engendró un hijo a su semejanza, conforme a su imagen, y llamó su nombre Seth.",treinta,H7970,HAcmpa,thirty,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
8cb8de00e7a820e73b29,GEN 5:3,6,0,"Y vivió Adam ciento y treinta años, y engendró un hijo a su semejanza, conforme a su imagen, y llamó su nombre Seth.","años,",H8141,HNcfsa,year[s],editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
41faf3e879e5da285cec,GEN 5:3,8,0,"Y vivió Adam ciento y treinta años, y engendró un hijo a su semejanza, conforme a su imagen, y llamó su nombre Seth.",engendró,H3205,Hc/Vhw3ms,and/ he became a father,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
32465dc73f2dd581a278,GEN 5:3,13,0,"Y vivió Adam ciento y treinta años, y engendró un hijo a su semejanza, conforme a su imagen, y llamó su nombre Seth.","semejanza,",H1823,HR/Ncfsc/Sp3ms,in/ own likeness/ his,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
095304822ae434fa094e,GEN 5:3,17,0,"Y vivió Adam ciento y treinta años, y engendró un hijo a su semejanza, conforme a su imagen, y llamó su nombre Seth.","imagen,",H6754,HR/Ncmsc/Sp3ms,according to/ image/ his,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
4bae41961fdd6f2554f9,GEN 5:3,19,0,"Y vivió Adam ciento y treinta años, y engendró un hijo a su semejanza, conforme a su imagen, y llamó su nombre Seth.",llamó,H7121,Hc/Vqw3ms,and/ he called,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
ca29f850595ac6757ff5,GEN 5:3,21,0,"Y vivió Adam ciento y treinta años, y engendró un hijo a su semejanza, conforme a su imagen, y llamó su nombre Seth.",nombre,H8034,HNcmsc/Sp3ms,name/ his,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
d0d02687dcbd094e21de,GEN 5:3,22,0,"Y vivió Adam ciento y treinta años, y engendró un hijo a su semejanza, conforme a su imagen, y llamó su nombre Seth.",Seth.,H8352,HNpm,Seth,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
99ccb93deb2443a47842,GEN 5:4,1,0,"Y fueron los días de Adam, después que engendró a Seth, ochocientos años: y engendró hijos e hijas.",fueron,H1961,Hc/Vqw3mp,and/ they were,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
fa1d6f97e192e74c9b1a,GEN 5:4,3,0,"Y fueron los días de Adam, después que engendró a Seth, ochocientos años: y engendró hijos e hijas.",días,H3117,HNcmpc,[the] days of,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
4e95d8441f67e509b84c,GEN 5:4,5,0,"Y fueron los días de Adam, después que engendró a Seth, ochocientos años: y engendró hijos e hijas.","Adam,",H121,HNpm,Adam,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
28737bc3574dc00ec082,GEN 5:4,6,0,"Y fueron los días de Adam, después que engendró a Seth, ochocientos años: y engendró hijos e hijas.",después,H310,HAcmpc,after,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
03014908910809a8ad88,GEN 5:4,8,0,"Y fueron los días de Adam, después que engendró a Seth, ochocientos años: y engendró hijos e hijas.",engendró,H3205,HVhcc/Sp3ms,fathered/ he,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
020e352419244564757f,GEN 5:4,10,0,"Y fueron los días de Adam, después que engendró a Seth, ochocientos años: y engendró hijos e hijas.","Seth,",H8352,HNpm,Seth,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
e812afad6c5e8574a5df,GEN 5:4,11,0,"Y fueron los días de Adam, después que engendró a Seth, ochocientos años: y engendró hijos e hijas.",ochocientos,H8083,HAcbsa,eight,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
e3f55a28fe10828a6344,GEN 5:4,11,1,"Y fueron los días de Adam, después que engendró a Seth, ochocientos años: y engendró hijos e hijas.",ochocientos,H3967,HAcfpa,hundred<s>,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
f4d8242be9a0551b6b81,GEN 5:4,12,0,"Y fueron los días de Adam, después que engendró a Seth, ochocientos años: y engendró hijos e hijas.",años:,H8141,HNcfsa,year[s],editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
b8d31d77491eb02d8963,GEN 5:4,14,0,"Y fueron los días de Adam, después que engendró a Seth, ochocientos años: y engendró hijos e hijas.",engendró,H3205,Hc/Vhw3ms,and/ he fathered,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
db076e3d3361c1ea787f,GEN 5:4,15,0,"Y fueron los días de Adam, después que engendró a Seth, ochocientos años: y engendró hijos e hijas.",hijos,H1121,HNcmpa,sons,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
ea7ca9b988058e508564,GEN 5:4,17,0,"Y fueron los días de Adam, después que engendró a Seth, ochocientos años: y engendró hijos e hijas.",hijas.,H1323,HC/Ncfpa,and/ daughters,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
04f910a14559ca43e3bd,GEN 5:5,1,0,"Y fueron todos los días que vivió Adam novecientos y treinta años, y murió.",fueron,H1961,Hc/Vqw3mp,and/ they were,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
7224b8c1d1584fb869bd,GEN 5:5,2,0,"Y fueron todos los días que vivió Adam novecientos y treinta años, y murió.",todos,H3605,HNcmsc,all,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
60ac485775da8c8c0554,GEN 5:5,4,0,"Y fueron todos los días que vivió Adam novecientos y treinta años, y murió.",días,H3117,HNcmpc,[the] days of,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
4103628f648e5b83c63a,GEN 5:5,5,0,"Y fueron todos los días que vivió Adam novecientos y treinta años, y murió.",que,H834,HTr,which,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
62d9acbbdac2be54d0f3,GEN 5:5,6,0,"Y fueron todos los días que vivió Adam novecientos y treinta años, y murió.",vivió,H2421,HVqp3ms,he lived,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
00e5a99541ca29e3a941,GEN 5:5,7,0,"Y fueron todos los días que vivió Adam novecientos y treinta años, y murió.",Adam,H121,HNpm,Adam,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
c348157a31238522929a,GEN 5:5,8,0,"Y fueron todos los días que vivió Adam novecientos y treinta años, y murió.",novecientos,H8672,HAcbsc,nine,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
72f055511d5e8eeba45d,GEN 5:5,8,1,"Y fueron todos los días que vivió Adam novecientos y treinta años, y murió.",novecientos,H3967,HAcfpa,hundred<s>,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
9e6c9449c4057ce68596,GEN 5:5,10,0,"Y fueron todos los días que vivió Adam novecientos y treinta años, y murió.",treinta,H7970,HC/Acmpa,and/ thirty,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
2f276da3ec69b22303a6,GEN 5:5,11,0,"Y fueron todos los días que vivió Adam novecientos y treinta años, y murió.","años,",H8141,HNcfsa,year[s],editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
5783855287b763df683f,GEN 5:5,11,1,"Y fueron todos los días que vivió Adam novecientos y treinta años, y murió.","años,",H8141,HNcfsa,year[s],editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
fdd129a99dadda618b40,GEN 5:5,13,0,"Y fueron todos los días que vivió Adam novecientos y treinta años, y murió.",murió.,H4191,Hc/Vqw3ms,and/ he died,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
5f19c9faa9a73d68b98e,GEN 5:6,1,0,"Y vivió Seth ciento y cinco años, y engendró a Enós.",vivió,H2421,Hc/Vqw3ms,and/ he lived,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
d0f1d0b4870666126be2,GEN 5:6,2,0,"Y vivió Seth ciento y cinco años, y engendró a Enós.",Seth,H8352,HNpm,Seth,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
4166db36dd03471e867a,GEN 5:6,3,0,"Y vivió Seth ciento y cinco años, y engendró a Enós.",ciento,H3967,HC/Acfsc,and/ one hundred,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
f68681c92a1fd5faa9b8,GEN 5:6,5,0,"Y vivió Seth ciento y cinco años, y engendró a Enós.",cinco,H2568,HAcbsa,five,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
20bfcfc11f0968cffe90,GEN 5:6,6,0,"Y vivió Seth ciento y cinco años, y engendró a Enós.","años,",H8141,HNcmpa,years,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
a2074b7564b7664f2cda,GEN 5:6,6,1,"Y vivió Seth ciento y cinco años, y engendró a Enós.","años,",H8141,HNcfsa,year[s],editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
5280fe0ba52789fa5402,GEN 5:6,8,0,"Y vivió Seth ciento y cinco años, y engendró a Enós.",engendró,H3205,Hc/Vhw3ms,and/ he fathered,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
f0093277da99f7d7c479,GEN 5:6,10,0,"Y vivió Seth ciento y cinco años, y engendró a Enós.",Enós.,H583,HNpm,Enosh,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
2a7f8a2d7ab5abfe8100,GEN 5:7,1,0,"Y vivió Seth, después que engendró a Enós, ochocientos y siete años: y engendró hijos e hijas.",vivió,H2421,Hc/Vqw3ms,and/ he lived,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
2aed001fa3763a4619ef,GEN 5:7,2,0,"Y vivió Seth, después que engendró a Enós, ochocientos y siete años: y engendró hijos e hijas.","Seth,",H8352,HNpm,Seth,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
6cba1e7615bd319e524d,GEN 5:7,3,0,"Y vivió Seth, después que engendró a Enós, ochocientos y siete años: y engendró hijos e hijas.",después,H310,HAcmpc,after,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
6738b4847fcd748b6582,GEN 5:7,5,0,"Y vivió Seth, después que engendró a Enós, ochocientos y siete años: y engendró hijos e hijas.",engendró,H3205,HVhcc/Sp3ms,fathered/ he,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
464ca58c91193eda50ca,GEN 5:7,7,0,"Y vivió Seth, después que engendró a Enós, ochocientos y siete años: y engendró hijos e hijas.","Enós,",H583,HNpm,Enosh,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
3c6c96f87020b8566fe9,GEN 5:7,8,0,"Y vivió Seth, después que engendró a Enós, ochocientos y siete años: y engendró hijos e hijas.",ochocientos,H8083,HC/Acbsa,and/ eight,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
05139da6c15391faf69f,GEN 5:7,8,1,"Y vivió Seth, después que engendró a Enós, ochocientos y siete años: y engendró hijos e hijas.",ochocientos,H3967,HAcfpa,hundred<s>,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
9977efce57fddc610a4d,GEN 5:7,10,0,"Y vivió Seth, después que engendró a Enós, ochocientos y siete años: y engendró hijos e hijas.",siete,H7651,HAcbsa,seven,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
61748125900528041955,GEN 5:7,11,0,"Y vivió Seth, después que engendró a Enós, ochocientos y siete años: y engendró hijos e hijas.",años:,H8141,HNcmpa,years,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
6812a10ff17b676acdae,GEN 5:7,11,1,"Y vivió Seth, después que engendró a Enós, ochocientos y siete años: y engendró hijos e hijas.",años:,H8141,HNcfsa,year[s],editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
2a090585354fa225d497,GEN 5:7,13,0,"Y vivió Seth, después que engendró a Enós, ochocientos y siete años: y engendró hijos e hijas.",engendró,H3205,Hc/Vhw3ms,and/ he fathered,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
c2a58c35d44616c58fd1,GEN 5:7,14,0,"Y vivió Seth, después que engendró a Enós, ochocientos y siete años: y engendró hijos e hijas.",hijos,H1121,HNcmpa,sons,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
d1f1154ae09bd859f4a7,GEN 5:7,16,0,"Y vivió Seth, después que engendró a Enós, ochocientos y siete años: y engendró hijos e hijas.",hijas.,H1323,HC/Ncfpa,and/ daughters,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
bf498c8986db887a903d,GEN 5:8,1,0,Y fueron todos los días de Seth novecientos y doce años; y murió.,fueron,H1961,Hc/Vqw3mp,and/ they were,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
18c599a2ff768afbf4db,GEN 5:8,2,0,Y fueron todos los días de Seth novecientos y doce años; y murió.,todos,H3605,HNcmsc,all,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
bde585d77b0e7d8fa1fa,GEN 5:8,4,0,Y fueron todos los días de Seth novecientos y doce años; y murió.,días,H3117,HNcmpc,[the] days of,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
c0db8755841605fecb1a,GEN 5:8,6,0,Y fueron todos los días de Seth novecientos y doce años; y murió.,Seth,H8352,HNpm,Seth,editorial-reviewed,1.0,Codex-assisted,approve,,Correspondencia entre el término español y el código Strong revisada.
